,Средняя оценка,Факультет,Законченных семестров,Ступень_образования,Отчислен,Год_поступления,Пол
5448,3.98,РЛ,12,Специалист,False,2012,М
5449,4.23,РЛ,12,Специалист,False,2008,М
5450,3.6,РЛ,1,Специалист,True,2010,М
5451,3.83,РЛ,1,Специалист,True,2011,М
5452,3.83,РЛ,1,Специалист,True,2011,М
5458,3.36,РЛ,6,Специалист,True,2008,М
5475,3.16,РЛ,7,Специалист,True,2010,М
5476,4.14,РЛ,3,Специалист,True,2011,М
5478,3.4,РЛ,1,Специалист,True,2009,М
5496,3.71,РЛ,3,Специалист,True,2012,М
5498,3.71,РЛ,3,Специалист,True,2013,М
5499,3.22,РЛ,2,Специалист,True,2008,М
5641,3.65,РЛ,11,Специалист,True,2012,М
5642,4.65,РЛ,12,Специалист,False,2013,М
5643,4.52,РЛ,12,Специалист,False,2009,М
5644,3.98,РЛ,12,Специалист,False,2010,М
5645,4.6,РЛ,9,Специалист,True,2007,М
5646,3.88,РЛ,9,Специалист,True,2007,М
5647,3.52,РЛ,12,Специалист,False,2008,М
5648,4.56,РЛ,11,Специалист,True,2011,М
5649,3.98,РЛ,9,Специалист,True,2007,М
5650,3.58,РЛ,11,Специалист,True,2012,М
5651,4.23,РЛ,9,Специалист,True,2007,М
5652,3.31,РЛ,9,Специалист,True,2007,М
5653,3.98,РЛ,12,Специалист,False,2008,М
5654,3.95,РЛ,12,Специалист,False,2014,М
5672,4.07,РЛ,12,Специалист,False,2008,М
5695,4.68,РЛ,7,Специалист,True,2012,М
5696,4.67,РЛ,8,Б,False,2013,М
5697,3.2,РЛ,1,Специалист,True,2015,М
5702,3.56,РЛ,2,Специалист,True,2008,М
5703,3.11,РЛ,2,Специалист,True,2009,М
5704,4.12,РЛ,8,Б,False,2016,М
5705,4.53,РЛ,4,М,False,2015,М
5706,4.83,РЛ,4,М,False,2016,М
5876,4.25,РЛ,12,Специалист,False,2012,М
5877,3.81,РЛ,12,Специалист,False,2013,М
5884,4.94,РЛ,4,М,False,2016,М
5907,4.68,РЛ,12,Специалист,False,2011,Ж
5908,3.95,РЛ,12,Специалист,False,2010,Ж
5931,4.44,РЛ,12,Специалист,False,2013,Ж
5932,4.69,РЛ,11,Специалист,True,2011,Ж
5933,4.18,РЛ,11,Специалист,True,2012,Ж
5934,4.32,РЛ,12,Специалист,False,2008,Ж
5935,4.45,РЛ,9,Специалист,True,2007,Ж
5936,4.12,РЛ,12,Специалист,False,2009,Ж
5937,3.78,РЛ,7,Специалист,True,2011,Ж
5945,4.79,РЛ,12,Специалист,False,2008,Ж
5957,3.33,РЛ,8,Б,False,2013,Ж
5958,4.35,РЛ,8,Б,False,2016,Ж
5959,4.93,РЛ,4,М,False,2015,Ж
6043,4.3,РЛ,12,Специалист,False,2011,М
6055,3.55,РЛ,12,Специалист,True,2012,М
6056,4.17,РЛ,11,Специалист,True,2011,М
6057,3.45,РЛ,11,Специалист,True,2012,М
6058,4.23,РЛ,12,Специалист,False,2009,М
6059,4.22,РЛ,7,Специалист,True,2011,М
6072,3.3,РЛ,8,Б,True,2011,М
6073,3.74,РЛ,8,Б,True,2013,М
6074,4.0,РЛ,8,Б,False,2016,М
6075,4.64,РЛ,4,М,False,2015,М
6146,4.42,РЛ,12,Специалист,False,2010,М
6149,4.79,РЛ,8,Б,False,2015,М
6166,4.21,РЛ,12,Специалист,False,2011,Ж
6178,4.1,РЛ,12,Специалист,True,2009,Ж
6179,4.18,РЛ,12,Специалист,False,2010,Ж
6205,4.32,РЛ,12,Специалист,False,2013,Ж
6206,4.57,РЛ,12,Специалист,False,2009,Ж
6207,3.91,РЛ,12,Специалист,False,2009,Ж
6208,4.91,РЛ,12,Специалист,False,2009,Ж
6215,3.56,РЛ,2,Специалист,True,2010,Ж
6220,4.97,РЛ,7,Специалист,True,2012,Ж
6221,4.85,РЛ,8,Б,False,2014,Ж
6222,5.0,РЛ,4,М,False,2016,Ж
6276,4.7,РЛ,8,Б,False,2016,Ж
6284,4.74,РЛ,12,Специалист,False,2012,М
6296,4.66,РЛ,12,Специалист,False,2012,М
6297,4.21,РЛ,11,Специалист,True,2008,М
6298,4.32,РЛ,12,Специалист,False,2011,М
6299,4.04,РЛ,12,Специалист,False,2013,М
6300,4.74,РЛ,12,Специалист,False,2013,М
6301,4.81,РЛ,12,Специалист,False,2009,М
6302,4.24,РЛ,13,Специалист,True,2012,М
6303,3.76,РЛ,11,Специалист,True,2008,М
6317,3.62,РЛ,7,Специалист,True,2013,М
6331,3.56,РЛ,4,Специалист,True,2013,М
6332,3.37,РЛ,4,Специалист,True,2016,М
6418,4.66,РЛ,12,Специалист,False,2008,М
6419,4.48,РЛ,12,Специалист,False,2008,М
6420,3.5,РЛ,9,Специалист,True,2007,М
6421,4.09,РЛ,12,Специалист,False,2010,М
6422,4.51,РЛ,11,Специалист,True,2011,М
6423,4.3,РЛ,12,Специалист,False,2010,М
6424,4.47,РЛ,7,Специалист,True,2011,М
6425,3.2,РЛ,1,Специалист,True,2007,М
6433,4.18,РЛ,12,Специалист,False,2008,М
6437,3.29,РЛ,3,Специалист,True,2016,М
6446,4.11,РЛ,8,Б,False,2013,М
6447,4.37,РЛ,8,Б,False,2015,М
6448,3.88,РЛ,8,Б,False,2014,М
6449,4.47,РЛ,8,Б,False,2016,М
6450,3.2,РЛ,1,Б,True,2016,М
6451,4.41,РЛ,4,М,False,2016,М
6452,4.86,РЛ,4,М,False,2015,М
6562,4.38,РЛ,12,Специалист,False,2012,М
6563,4.1,РЛ,11,Специалист,True,2014,М
6564,4.76,РЛ,12,Специалист,False,2014,М
6565,4.82,РЛ,12,Специалист,False,2009,М
6566,3.67,РЛ,12,Специалист,True,2008,М
6567,4.1,РЛ,12,Специалист,False,2014,М
6580,4.97,РЛ,7,Специалист,True,2011,М
6581,3.61,РЛ,8,Б,False,2015,М
6582,4.73,РЛ,5,Б,True,2015,М
6583,4.38,РЛ,8,Б,False,2016,М
6590,4.88,РЛ,4,М,False,2015,М
6671,3.77,РЛ,12,Специалист,False,2012,М
6672,3.38,РЛ,12,Специалист,True,2009,М
6673,3.53,РЛ,12,Специалист,False,2009,М
6674,4.25,РЛ,12,Специалист,False,2011,М
6675,3.64,РЛ,12,Специалист,False,2009,М
6677,3.5,РЛ,2,Специалист,True,2014,М
6685,3.64,РЛ,3,Специалист,True,2011,М
6686,3.2,РЛ,1,Специалист,True,2014,М
6693,3.22,РЛ,2,Специалист,True,2008,М
6745,3.64,РЛ,12,Специалист,False,2008,М
6746,3.65,РЛ,12,Специалист,False,2009,М
6747,3.9,РЛ,12,Специалист,False,2009,М
6748,4.47,РЛ,12,Специалист,False,2010,М
6749,3.94,РЛ,12,Специалист,False,2014,М
6750,3.68,РЛ,7,Б,True,2014,М
6759,3.4,РЛ,1,Специалист,True,2016,М
6765,4.77,РЛ,7,Специалист,True,2012,М
6766,3.2,РЛ,1,Специалист,True,2015,М
6767,3.2,РЛ,2,Специалист,True,2015,М
6769,4.24,РЛ,8,Б,False,2015,М
6770,4.93,РЛ,4,М,False,2016,М
6846,4.21,РЛ,12,Специалист,False,2009,М
6847,4.94,РЛ,7,Специалист,True,2011,М
6848,3.86,РЛ,6,Специалист,True,2008,М
6851,4.24,РЛ,8,Б,False,2014,М
6853,4.59,РЛ,4,М,False,2015,М
6888,4.86,РЛ,12,Специалист,False,2012,М
6889,4.21,РЛ,12,Специалист,False,2009,М
6890,3.49,РЛ,11,Специалист,True,2008,М
6891,4.19,РЛ,12,Специалист,False,2010,М
6892,4.67,РЛ,12,Специалист,False,2013,М
6893,4.02,РЛ,11,Специалист,True,2008,М
6961,3.33,РЛ,11,Специалист,True,2012,М
6962,4.87,РЛ,11,Специалист,True,2012,М
6963,3.92,РЛ,11,Специалист,True,2011,М
6964,3.95,РЛ,12,Специалист,False,2010,М
6965,3.43,РЛ,12,Специалист,False,2014,М
6975,4.9,РЛ,7,Специалист,True,2007,М
7006,4.14,РЛ,8,Специалист,True,2011,М
7043,3.57,РЛ,12,Специалист,False,2010,М
7044,3.85,РЛ,12,Специалист,False,2014,М
7046,4.82,РЛ,7,Специалист,True,2011,М
7048,3.1,РЛ,4,Специалист,True,2009,М
7051,3.66,РЛ,8,Б,True,2014,М
7052,3.56,РЛ,2,Б,True,2015,М
7055,4.94,РЛ,4,М,False,2015,М
7099,3.26,РЛ,12,Специалист,False,2012,М
7100,4.13,РЛ,12,Специалист,False,2011,М
7101,4.32,РЛ,11,Специалист,True,2011,М
7102,4.05,РЛ,10,Специалист,True,2011,М
7104,5.0,РЛ,12,Специалист,False,2013,М
7105,4.08,РЛ,11,Специалист,True,2013,М
7106,4.0,РЛ,12,Специалист,True,2013,М
7107,4.86,РЛ,12,Специалист,False,2014,М
7108,3.6,РЛ,11,Специалист,True,2008,М
7109,4.16,РЛ,12,Специалист,False,2009,М
7110,3.93,РЛ,12,Специалист,False,2010,М
7111,3.42,РЛ,12,Специалист,True,2009,М
7112,3.62,РЛ,12,Специалист,True,2013,М
7113,4.05,РЛ,12,Специалист,False,2009,М
7114,3.62,РЛ,12,Специалист,False,2010,М
7115,4.54,РЛ,12,Специалист,False,2013,М
7116,4.84,РЛ,12,Специалист,False,2008,М
7117,4.36,РЛ,12,Специалист,False,2014,М
7120,3.57,РЛ,3,Специалист,True,2014,М
7122,3.78,РЛ,5,Специалист,True,2009,М
7143,3.22,РЛ,2,Специалист,True,2010,М
7148,3.21,РЛ,3,Специалист,True,2012,М
7153,4.72,РЛ,7,Специалист,True,2014,М
7174,3.69,РЛ,7,Специалист,True,2012,М
7176,3.82,РЛ,2,Специалист,True,2018,М
7366,4.16,РЛ,12,Специалист,True,2007,М
7367,3.37,РЛ,10,Специалист,True,2011,М
7368,3.5,РЛ,11,Специалист,True,2012,М
7369,4.38,РЛ,11,Специалист,True,2014,М
7370,4.71,РЛ,9,Специалист,True,2007,М
7371,4.07,РЛ,12,Специалист,False,2008,М
7372,3.92,РЛ,11,Специалист,True,2012,М
7373,4.17,РЛ,12,Специалист,False,2013,М
7374,4.39,РЛ,12,Специалист,False,2008,М
7375,4.1,РЛ,11,Специалист,True,2011,М
7376,3.93,РЛ,12,Специалист,False,2008,М
7377,4.22,РЛ,12,Специалист,False,2008,М
7378,4.31,РЛ,12,Специалист,False,2008,М
7379,3.53,РЛ,11,Специалист,True,2012,М
7380,3.52,РЛ,11,Специалист,True,2012,М
7381,3.45,РЛ,12,Специалист,False,2008,М
7382,4.57,РЛ,11,Специалист,True,2009,М
7385,3.0,РЛ,1,Специалист,True,2015,М
7404,3.88,РЛ,12,Специалист,False,2008,М
7407,3.2,РЛ,2,Специалист,True,2012,М
7409,3.2,РЛ,1,Специалист,True,2012,М
7411,3.65,РЛ,5,Специалист,True,2014,М
7412,3.42,РЛ,4,Специалист,True,2015,М
7415,3.21,РЛ,3,Специалист,True,2009,М
7435,3.23,РЛ,3,Специалист,True,2013,М
7436,4.75,РЛ,8,Б,False,2013,М
7437,3.86,РЛ,7,Специалист,True,2014,М
7442,3.48,РЛ,8,Б,True,2014,М
7443,4.68,РЛ,8,Б,False,2015,М
7444,3.62,РЛ,8,Б,False,2016,М
7445,3.92,РЛ,8,Б,False,2014,М
7446,3.33,РЛ,2,Специалист,True,2015,М
7447,3.22,РЛ,2,Специалист,True,2015,М
7448,4.08,РЛ,8,Б,False,2016,М
7449,3.98,РЛ,8,Б,False,2016,М
7506,3.14,РЛ,3,Специалист,True,2012,М
7695,3.85,РЛ,11,Специалист,True,2008,М
7696,3.6,РЛ,11,Специалист,True,2008,М
7697,4.95,РЛ,12,Специалист,False,2012,М
7698,4.45,РЛ,12,Специалист,False,2012,М
7699,4.75,РЛ,11,Специалист,True,2008,М
7700,4.07,РЛ,12,Специалист,False,2009,М
7713,3.76,РЛ,8,Б,False,2013,М
7714,4.95,РЛ,8,Б,False,2015,М
7784,3.93,РЛ,9,Специалист,True,2011,М
7787,4.0,РЛ,2,Специалист,True,2009,М
7788,4.13,РЛ,5,Специалист,True,2015,М
7789,3.2,РЛ,2,Специалист,True,2016,М
7810,4.43,РЛ,12,Специалист,False,2009,М
7811,3.88,РЛ,11,Специалист,True,2011,М
7812,4.02,РЛ,12,Специалист,False,2008,М
7813,3.36,РЛ,12,Специалист,True,2007,М
7824,3.73,РЛ,2,Б,True,2017,М
7865,3.65,РЛ,10,Специалист,True,2013,М
7866,3.76,РЛ,7,Специалист,True,2013,М
7888,4.21,РЛ,12,Специалист,False,2013,М
7900,4.98,РЛ,12,Специалист,False,2013,Ж
7912,4.9,РЛ,12,Специалист,False,2010,Ж
7916,4.82,РЛ,8,Б,False,2014,Ж
7917,4.65,РЛ,8,Б,False,2016,Ж
7922,3.68,РЛ,7,Б,True,2012,Ж
7949,5.0,РЛ,12,Специалист,False,2013,Ж
7950,4.54,РЛ,12,Специалист,False,2009,Ж
7951,4.61,РЛ,12,Специалист,False,2014,Ж
7952,4.98,РЛ,11,Специалист,True,2008,Ж
7953,4.04,РЛ,11,Специалист,True,2008,Ж
8009,4.12,РЛ,9,Специалист,True,2007,Ж
8010,4.37,РЛ,9,Специалист,True,2007,Ж
8011,4.76,РЛ,12,Специалист,False,2009,Ж
8012,4.69,РЛ,12,Специалист,False,2010,Ж
8013,4.78,РЛ,11,Специалист,True,2011,Ж
8014,4.75,РЛ,11,Специалист,True,2012,Ж
8015,3.8,РЛ,12,Специалист,False,2009,Ж
8016,3.97,РЛ,12,Специалист,False,2009,Ж
8017,4.73,РЛ,12,Специалист,False,2009,Ж
8018,3.76,РЛ,9,Специалист,True,2007,Ж
8019,4.88,РЛ,12,Специалист,False,2009,Ж
8020,3.26,РЛ,12,Специалист,False,2009,Ж
8021,4.64,РЛ,7,Специалист,True,2011,Ж
8023,4.05,РЛ,4,Специалист,True,2013,Ж
8038,3.91,РЛ,2,Б,True,2018,Ж
8041,3.0,РЛ,1,Специалист,True,2014,Ж
8043,4.97,РЛ,7,Специалист,True,2007,Ж
8061,3.75,РЛ,8,Б,False,2013,Ж
8062,4.98,РЛ,8,Б,False,2015,Ж
8064,4.86,РЛ,4,М,False,2015,Ж
8209,4.62,РЛ,12,Специалист,False,2009,Ж
8212,4.71,РЛ,8,Б,False,2013,Ж
8213,4.38,РЛ,8,Б,False,2014,Ж
8214,5.0,РЛ,4,М,False,2017,Ж
8241,4.6,РЛ,12,Специалист,False,2014,Ж
8253,4.6,РЛ,12,Специалист,False,2009,Ж
8254,4.34,РЛ,11,Специалист,True,2014,Ж
8255,3.75,РЛ,11,Специалист,True,2012,Ж
8256,4.02,РЛ,11,Специалист,True,2014,Ж
8257,3.98,РЛ,12,Специалист,False,2009,Ж
8258,4.2,РЛ,12,Специалист,False,2013,Ж
8268,3.38,РЛ,10,Б,True,2011,Ж
8279,3.88,РЛ,7,Б,True,2014,Ж
8280,3.08,РЛ,3,Б,True,2013,Ж
8281,3.7,РЛ,8,Б,False,2014,Ж
8282,4.47,РЛ,8,Б,False,2016,Ж
8283,4.93,РЛ,4,М,False,2015,Ж
8373,4.39,РЛ,12,Специалист,False,2013,Ж
8374,4.85,РЛ,12,Специалист,False,2014,Ж
8375,4.76,РЛ,10,Специалист,True,2007,Ж
8376,4.59,РЛ,11,Специалист,True,2008,Ж
8385,4.37,РЛ,8,Б,False,2012,Ж
8429,4.78,РЛ,11,Специалист,True,2014,М
8430,4.9,РЛ,12,Специалист,False,2010,М
8431,3.81,РЛ,12,Специалист,False,2010,М
8432,3.29,РЛ,8,Специалист,True,2010,М
8434,3.56,РЛ,8,Специалист,True,2011,М
8485,4.77,РЛ,11,Специалист,True,2014,М
8486,3.93,РЛ,9,Специалист,True,2007,М
8487,4.13,РЛ,12,Специалист,False,2013,М
8488,4.23,РЛ,11,Специалист,True,2014,М
8489,4.35,РЛ,9,Специалист,True,2011,М
8490,3.86,РЛ,12,Специалист,False,2008,М
8501,3.58,РЛ,4,Специалист,True,2008,М
8510,3.82,РЛ,8,Б,False,2016,М
8572,4.86,РЛ,11,Специалист,True,2014,М
8573,4.4,РЛ,12,Специалист,False,2014,М
8574,3.41,РЛ,12,Специалист,True,2009,М
8575,4.14,РЛ,12,Специалист,False,2013,М
8581,3.65,РЛ,11,Специалист,True,2010,М
8583,4.34,РЛ,7,Специалист,True,2014,М
8589,3.56,РЛ,4,Специалист,True,2011,М
8590,3.8,РЛ,2,Специалист,True,2016,М
8591,3.2,РЛ,1,Специалист,True,2009,М
8645,4.27,РЛ,11,Специалист,True,2014,М
8646,4.09,РЛ,12,Специалист,True,2009,М
8648,3.84,РЛ,4,Специалист,True,2014,М
8652,3.1,РЛ,2,Специалист,True,2011,М
8653,3.8,РЛ,1,Специалист,True,2007,М
8656,3.53,РЛ,3,Б,True,2018,М
8657,4.39,РЛ,7,Специалист,True,2012,М
8658,4.72,РЛ,4,М,False,2016,М
8706,4.3,РЛ,12,Специалист,False,2014,М
8718,4.89,РЛ,11,Специалист,True,2008,М
8719,4.64,РЛ,12,Специалист,False,2012,М
8720,3.81,РЛ,11,Специалист,True,2013,М
8723,3.11,РЛ,2,Специалист,True,2008,М
8757,4.67,РЛ,9,Специалист,True,2012,М
8760,4.4,РЛ,6,Специалист,True,2009,М
8778,4.09,РЛ,12,Специалист,False,2012,М
8790,4.39,РЛ,11,Специалист,True,2008,М
8791,4.25,РЛ,12,Специалист,False,2012,М
8792,4.07,РЛ,12,Специалист,False,2014,М
8793,4.39,РЛ,12,Специалист,False,2014,М
8838,4.72,РЛ,12,Специалист,False,2008,М
8839,4.02,РЛ,12,Специалист,False,2009,М
8840,4.07,РЛ,9,Специалист,True,2010,М
8841,3.27,РЛ,11,Специалист,True,2008,М
8843,4.28,РЛ,12,Специалист,False,2009,М
8844,3.98,РЛ,9,Специалист,True,2007,М
8859,3.8,РЛ,1,Специалист,True,2014,М
8862,4.05,РЛ,8,Б,False,2014,М
8863,4.49,РЛ,8,Б,False,2015,М
8864,4.79,РЛ,4,М,False,2018,М
8865,3.68,РЛ,8,Б,False,2015,М
8941,4.77,РЛ,12,Специалист,False,2012,М
8942,3.68,РЛ,12,Специалист,False,2009,М
8944,3.0,РЛ,1,Специалист,True,2013,М
8946,3.2,РЛ,1,Специалист,True,2009,М
8949,4.45,РЛ,8,Б,False,2013,М
8950,4.95,РЛ,4,М,False,2017,М
8981,4.32,РЛ,11,Специалист,True,2008,М
8993,3.82,РЛ,12,Специалист,False,2009,М
8994,3.7,РЛ,12,Специалист,False,2014,М
8995,3.84,РЛ,10,Специалист,True,2011,М
9005,3.21,РЛ,3,Специалист,True,2012,М
9033,3.91,РЛ,11,Специалист,True,2014,М
9034,4.15,РЛ,12,Специалист,False,2008,М
9035,4.04,РЛ,12,Специалист,False,2010,М
9036,4.61,РЛ,8,Специалист,True,2008,М
9043,4.65,РЛ,7,Специалист,True,2012,М
9046,3.9,РЛ,8,Б,False,2014,М
9096,3.59,РЛ,12,Специалист,True,2009,М
9097,3.68,РЛ,12,Специалист,False,2010,М
9105,3.07,РЛ,3,Специалист,True,2016,М
9127,3.6,РЛ,12,Специалист,False,2009,М
9128,4.37,РЛ,12,Специалист,False,2013,М
9129,5.0,РЛ,1,Специалист,True,2007,М
9133,3.43,РЛ,3,Специалист,True,2008,М
9137,3.88,РЛ,8,Б,False,2014,М
9138,3.88,РЛ,8,Б,False,2016,М
9149,3.29,РЛ,3,Специалист,True,2011,М
9177,4.55,РЛ,8,Б,False,2015,М
9187,4.68,РЛ,12,Специалист,False,2010,М
9199,4.48,РЛ,12,Специалист,False,2010,М
9211,3.22,РЛ,8,Б,True,2014,М
9221,4.51,РЛ,12,Специалист,False,2011,М
9233,4.45,РЛ,9,Специалист,True,2007,М
9234,3.83,РЛ,12,Специалист,False,2009,М
9257,4.5,РЛ,8,Б,False,2015,М
9258,4.32,РЛ,8,Б,False,2016,М
9273,4.89,РЛ,12,Специалист,False,2011,Ж
9274,4.34,РЛ,12,Специалист,False,2013,Ж
9275,4.53,РЛ,11,Специалист,True,2008,Ж
9278,3.2,РЛ,1,Специалист,True,2009,Ж
9312,4.57,РЛ,12,Специалист,False,2010,Ж
9313,4.98,РЛ,9,Специалист,True,2007,Ж
9314,4.61,РЛ,12,Специалист,False,2009,Ж
9315,4.47,РЛ,12,Специалист,False,2010,Ж
9316,4.67,РЛ,12,Специалист,False,2008,Ж
9318,3.9,РЛ,2,Специалист,True,2011,Ж
9319,3.68,РЛ,7,Специалист,True,2012,Ж
9327,4.61,РЛ,12,Специалист,False,2008,Ж
9335,4.61,РЛ,8,Б,False,2013,Ж
9337,4.42,РЛ,8,Б,False,2013,Ж
9338,4.92,РЛ,8,Б,False,2016,Ж
9339,4.89,РЛ,4,М,False,2017,Ж
9340,4.79,РЛ,4,М,False,2015,Ж
9341,4.53,РЛ,4,М,False,2016,Ж
9431,4.14,РЛ,10,Специалист,True,2011,М
9432,4.57,РЛ,12,Специалист,False,2011,М
9433,3.8,РЛ,12,Специалист,False,2012,М
9434,4.36,РЛ,12,Специалист,False,2012,М
9435,4.1,РЛ,11,Специалист,True,2013,М
9436,4.45,РЛ,9,Специалист,True,2014,М
9437,4.25,РЛ,11,Специалист,True,2014,М
9438,4.08,РЛ,11,Специалист,True,2008,М
9439,4.25,РЛ,11,Специалист,True,2008,М
9440,4.12,РЛ,12,Специалист,False,2009,М
9441,4.29,РЛ,12,Специалист,False,2013,М
9442,3.98,РЛ,11,Специалист,True,2014,М
9443,4.14,РЛ,12,Специалист,False,2009,М
9444,4.82,РЛ,12,Специалист,False,2012,М
9445,4.03,РЛ,12,Специалист,False,2008,М
9446,3.75,РЛ,12,Специалист,False,2008,М
9447,4.44,РЛ,12,Специалист,False,2009,М
9450,3.2,РЛ,1,Специалист,True,2016,М
9475,3.2,РЛ,1,Специалист,True,2009,М
9494,3.4,РЛ,1,Специалист,True,2012,М
9502,4.2,РЛ,2,Специалист,True,2014,М
9503,4.17,РЛ,5,Специалист,True,2015,М
9648,3.78,РЛ,12,Специалист,False,2010,М
9649,4.57,РЛ,12,Специалист,False,2010,М
9650,4.9,РЛ,12,Специалист,False,2013,М
9651,4.2,РЛ,9,Специалист,True,2007,М
9652,3.78,РЛ,9,Специалист,True,2007,М
9653,4.55,РЛ,12,Специалист,False,2009,М
9654,3.8,РЛ,11,Специалист,True,2012,М
9655,3.74,РЛ,11,Специалист,True,2012,М
9656,4.16,РЛ,11,Специалист,True,2011,М
9657,3.96,РЛ,11,Специалист,True,2009,М
9658,4.43,РЛ,12,Специалист,True,2009,М
9659,4.23,РЛ,9,Специалист,True,2007,М
9660,4.07,РЛ,12,Специалист,False,2008,М
9661,4.62,РЛ,12,Специалист,False,2009,М
9662,3.69,РЛ,11,Специалист,True,2012,М
9663,3.71,РЛ,12,Специалист,False,2010,М
9668,3.12,РЛ,5,Специалист,True,2009,М
9689,3.43,РЛ,3,Специалист,True,2007,М
9690,3.42,РЛ,5,Специалист,True,2008,М
9691,3.21,РЛ,5,Специалист,True,2008,М
9710,3.3,РЛ,5,Специалист,True,2011,М
9711,4.11,РЛ,8,Б,False,2013,М
9712,3.57,РЛ,3,Специалист,True,2007,М
9716,3.34,РЛ,8,Б,False,2015,М
9717,4.21,РЛ,4,М,False,2015,М
9764,3.38,РЛ,5,Специалист,True,2012,М
9920,3.95,РЛ,10,Специалист,True,2007,М
9921,4.2,РЛ,12,Специалист,False,2012,М
9922,4.62,РЛ,10,Специалист,True,2007,М
9923,4.53,РЛ,11,Специалист,True,2008,М
9924,4.58,РЛ,12,Специалист,False,2009,М
9925,3.64,РЛ,3,Специалист,True,2010,М
9928,3.8,РЛ,1,Специалист,True,2007,М
9937,3.0,РЛ,2,Специалист,True,2011,М
9938,3.37,РЛ,6,Специалист,True,2011,М
9939,4.39,РЛ,8,Б,False,2013,М
9940,3.54,РЛ,8,Б,True,2013,М
9941,3.65,РЛ,8,Б,False,2014,М
9942,3.5,РЛ,8,Б,True,2014,М
9943,3.89,РЛ,4,Б,True,2015,М
9944,4.41,РЛ,8,Б,False,2016,М
9945,3.51,РЛ,8,Б,False,2016,М
9946,4.47,РЛ,3,М,True,2017,М
10060,4.22,РЛ,12,Специалист,False,2011,М
10072,3.87,РЛ,12,Специалист,False,2011,Ж
10073,4.59,РЛ,12,Специалист,False,2012,Ж
10080,3.47,РЛ,3,Специалист,True,2017,Ж
10101,4.4,РЛ,12,Специалист,False,2010,Ж
10102,3.71,РЛ,12,Специалист,False,2010,Ж
10103,4.2,РЛ,12,Специалист,False,2010,Ж
10104,3.67,РЛ,9,Специалист,True,2007,Ж
10111,4.21,РЛ,12,Специалист,False,2008,Ж
10113,3.47,РЛ,4,Специалист,True,2007,Ж
10120,4.92,РЛ,8,Б,False,2013,Ж
10121,3.93,РЛ,8,Б,False,2015,Ж
10183,4.67,РЛ,6,Специалист,True,2011,Ж
10184,4.29,РЛ,8,Б,False,2013,Ж
10185,4.41,РЛ,8,Б,False,2016,Ж
10186,4.47,РЛ,4,М,False,2015,Ж
10211,4.77,РЛ,12,Специалист,False,2011,Ж
10223,4.71,РЛ,11,Специалист,True,2011,Ж
10235,4.8,РЛ,12,Специалист,False,2014,Ж
10247,4.46,РЛ,12,Специалист,False,2012,Ж
10259,4.73,РЛ,12,Специалист,False,2012,М
10271,4.76,РЛ,4,М,False,2016,М
10275,4.14,РЛ,12,Специалист,False,2012,М
10276,4.02,РЛ,11,Специалист,True,2008,М
10277,3.72,РЛ,7,Специалист,True,2013,М
10278,3.7,РЛ,12,Специалист,False,2008,М
10279,3.83,РЛ,12,Специалист,False,2009,М
10280,4.31,РЛ,12,Специалист,False,2014,М
10281,3.9,РЛ,2,Специалист,True,2012,М
10287,3.65,РЛ,11,Специалист,True,2010,М
10295,3.48,РЛ,8,Б,True,2012,М
10297,3.2,РЛ,1,Специалист,True,2013,М
10300,3.47,РЛ,6,Специалист,True,2009,М
10366,3.8,РЛ,12,Специалист,False,2009,М
10367,4.07,РЛ,12,Специалист,False,2009,М
10368,4.97,РЛ,8,Б,False,2015,М
10369,3.0,РЛ,1,Специалист,True,2016,М
10374,3.53,РЛ,12,Специалист,False,2008,М
10375,3.2,РЛ,1,Специалист,True,2013,М
10376,3.24,РЛ,8,Специалист,True,2008,М
10380,3.11,РЛ,4,Специалист,True,2015,М
10381,3.83,РЛ,2,Специалист,True,2017,М
10382,3.64,РЛ,3,Специалист,True,2007,М
10383,4.18,РЛ,8,Б,False,2014,М
10384,4.15,РЛ,8,Б,False,2016,М
10385,3.7,РЛ,8,Б,False,2016,М
10468,3.91,РЛ,10,Специалист,True,2007,М
10470,3.96,РЛ,11,Специалист,True,2012,М
10476,3.65,РЛ,8,Б,False,2014,М
10508,4.91,РЛ,12,Специалист,False,2013,М
10520,4.82,РЛ,12,Специалист,False,2013,Ж
10532,4.73,РЛ,12,Специалист,False,2013,Ж
10544,4.08,РЛ,12,Специалист,False,2010,Ж
10545,4.81,РЛ,11,Специалист,True,2014,Ж
10552,5.0,РЛ,4,М,False,2015,Ж
10572,3.88,РЛ,7,Специалист,True,2011,Ж
10573,4.53,РЛ,4,М,False,2015,Ж
10584,4.05,РЛ,12,Специалист,False,2013,М
10585,3.95,РЛ,12,Специалист,False,2014,М
10608,3.33,РЛ,4,Б,True,2011,М
10619,4.82,РЛ,12,Специалист,False,2014,Ж
10620,4.88,РЛ,12,Специалист,False,2009,Ж
10643,4.68,РЛ,9,Специалист,True,2007,Ж
10647,3.8,РЛ,8,Б,False,2015,Ж
10648,5.0,РЛ,8,Б,False,2016,Ж
10671,4.93,РЛ,12,Специалист,False,2014,Ж
10683,4.71,РЛ,11,Специалист,True,2014,М
10695,4.93,РЛ,9,Специалист,True,2014,М
10705,3.16,РЛ,4,Специалист,True,2011,М
10713,4.75,РЛ,11,Специалист,True,2008,Ж
